Ref,Val,Package,PosX,PosY,Rot,Side
"C2","1n","C_0805_2012Metric",148.055750,-84.770000,90.000000,bottom
"C3","100n","C_0805_2012Metric",145.045750,-84.770000,90.000000,bottom
"C4","1u","C_0805_2012Metric",142.035750,-84.770000,90.000000,bottom
